City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
345,Chernyshevskiy,RU,63.0128,112.4714,55.67,89,92,2.91,overcast clouds
346,Xunchang,CN,28.4543,104.715,76.62,93,53,1.03,broken clouds
347,Jaciara,BR,-15.9653,-54.9683,92.12,21,1,7.49,clear sky
348,Presque Isle,US,46.6811,-68.0159,82.51,59,0,13.8,clear sky
349,Olafsvik,IS,64.8945,-23.7142,52.3,78,92,2.33,overcast clouds
350,Nouadhibou,MR,20.931,-17.0347,78.78,69,9,8.05,clear sky
351,Uray,RU,60.1247,64.7758,63.5,52,81,5.03,broken clouds
352,Paranagua,BR,-25.52,-48.5092,75.02,61,3,3.53,clear sky
353,Nowa Sol,PL,51.8033,15.717,95.9,32,88,20.69,overcast clouds
354,College,US,64.8569,-147.8028,55.8,75,75,0.0,broken clouds
355,Westerland,DE,54.9079,8.3033,64.02,88,100,11.5,overcast clouds
356,Orlik,RU,52.5178,99.825,52.16,75,98,2.64,overcast clouds
357,Wanaka,NZ,-44.7,169.15,25.54,90,12,3.42,few clouds
358,Mabopane,ZA,-25.4977,28.1007,62.98,39,94,2.44,overcast clouds
359,Tessalit,ML,20.1986,1.0114,98.83,22,44,3.78,light rain
360,Karatsu,JP,33.4425,129.9697,80.49,32,30,3.0,scattered clouds
361,Kobryn,BY,52.2138,24.3564,79.14,55,13,8.5,few clouds
362,Santiago Del Estero,AR,-27.7951,-64.2615,76.77,45,29,15.46,scattered clouds
363,Shimoda,JP,34.6667,138.95,76.1,84,100,6.85,overcast clouds
364,Harrismith,ZA,-28.2728,29.1295,52.27,39,69,2.06,broken clouds
365,Eslamshahr,IR,35.5605,51.2346,101.64,9,0,9.22,clear sky
366,Santa Fe,AR,-31.6333,-60.7,67.01,82,88,4.0,light rain
367,Nuevo Progreso,MX,23.1667,-97.95,88.54,50,51,12.41,broken clouds
368,Cabedelo,BR,-6.9811,-34.8339,75.87,80,100,13.56,overcast clouds
369,Bastia,FR,42.6667,9.3333,94.8,64,0,6.91,clear sky
370,Henties Bay,NA,-22.116,14.2845,60.31,73,1,10.65,clear sky
371,Gbadolite,CD,4.2833,21.0167,78.91,88,53,1.5,light rain
372,Cassilandia,BR,-19.1133,-51.7342,88.29,19,83,11.23,broken clouds
373,Gat,IL,31.61,34.7642,86.4,100,2,11.3,clear sky
374,Gladstone,AU,-23.85,151.25,60.91,93,95,8.25,overcast clouds
375,Cravo Norte,CO,6.3017,-70.2041,73.78,93,100,8.03,overcast clouds
376,Thinadhoo,MV,0.5333,72.9333,81.93,72,97,10.76,light rain
377,Bacolod,PH,10.6667,122.95,79.72,83,100,5.23,overcast clouds
378,Paamiut,GL,61.994,-49.6678,46.92,88,73,5.64,broken clouds
379,Noumea,NC,-22.2763,166.4572,75.99,99,23,10.33,few clouds
380,Klaksvik,FO,62.2266,-6.589,52.72,82,29,11.45,scattered clouds
381,Le Havre,FR,49.4938,0.1077,73.15,73,100,9.22,overcast clouds
382,Ankang,CN,32.68,109.0172,76.51,89,75,1.23,light rain
383,Saint-Philippe,RE,-21.3585,55.7679,69.39,78,54,16.73,light rain
384,Qui Nhon,VN,13.7667,109.2333,79.11,87,84,5.91,broken clouds
385,Salalah,OM,17.0151,54.0924,77.09,94,100,8.05,overcast clouds
386,Mamit,IN,23.9333,92.4833,71.11,99,100,2.15,moderate rain
387,Dali,CN,25.7,100.1833,63.81,87,99,2.82,overcast clouds
388,Rio Gallegos,AR,-51.6226,-69.2181,32.05,74,0,23.02,clear sky
389,Pyay,MM,18.8167,95.2167,79.43,89,100,5.03,overcast clouds
390,Robe,AU,-37.1833,139.75,50.32,82,98,15.35,overcast clouds
391,Erzin,TR,36.9559,36.2,81.52,66,0,8.57,clear sky
392,Misratah,LY,32.3754,15.0925,83.68,50,0,12.44,clear sky
393,Mozarlandia,BR,-14.7447,-50.5706,91.94,21,4,7.45,clear sky
394,Chicama,PE,-7.8447,-79.1469,59.54,67,72,6.98,broken clouds
395,Pombas,CV,17.1503,-25.0201,78.58,83,35,13.02,scattered clouds
396,Shahreza,IR,32.0339,51.8794,86.74,10,0,7.43,clear sky
397,Kotido,UG,2.9806,34.1331,75.45,52,98,5.3,overcast clouds
398,Vanino,RU,49.0869,140.2543,58.62,89,100,3.18,overcast clouds
399,Scarborough,GB,54.2797,-0.4044,65.79,74,87,3.0,overcast clouds
400,San Rafael,AR,-34.6177,-68.3301,53.89,50,0,6.67,clear sky
401,Juneau,US,58.3019,-134.4197,53.83,97,100,9.22,moderate rain
402,Victoria,HK,22.2855,114.1577,87.33,73,0,5.93,clear sky
403,Brae,GB,60.3964,-1.353,54.64,77,23,11.86,few clouds
404,Bushehr,IR,28.9684,50.8385,96.89,52,0,16.11,sand
405,Oranjemund,NA,-28.55,16.4333,57.81,67,0,9.08,clear sky
406,Tehuacan,MX,18.45,-97.3833,77.36,27,64,4.14,broken clouds
407,Laguna,US,38.421,-121.4238,86.09,63,0,6.91,clear sky
408,Narsaq,GL,60.9167,-46.05,64.62,68,6,6.46,clear sky
409,Puerto Escondido,MX,15.85,-97.0667,86.83,66,40,3.44,scattered clouds
410,Jalu,LY,29.0331,21.5482,93.31,17,0,16.04,clear sky
411,Flin Flon,CA,54.7682,-101.865,64.24,59,75,16.11,broken clouds
412,Wahiawa,US,21.5028,-158.0236,73.2,88,58,7.56,light rain
413,Robertsport,LR,6.7533,-11.3686,78.98,71,94,14.5,overcast clouds
414,Mayo,US,38.8876,-76.5119,94.17,71,75,6.91,broken clouds
415,Hambantota,LK,6.1241,81.1185,79.14,94,40,6.91,light rain
416,Kingsville,US,27.5159,-97.8561,92.01,57,40,25.32,scattered clouds
417,Eureka,US,40.8021,-124.1637,56.62,89,74,1.99,broken clouds
418,Hamilton,US,39.1834,-84.5333,86.25,69,20,11.5,haze
419,Santana Do Livramento,BR,-30.8908,-55.5328,70.7,77,100,6.04,overcast clouds
420,Amahai,ID,-3.3333,128.9167,75.92,84,70,5.19,broken clouds
421,Alta Floresta,BR,-9.8756,-56.0861,93.02,31,0,10.36,clear sky
422,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,93.79,24,15,8.05,few clouds
423,Synya,RU,65.3718,58.0387,65.17,49,100,9.51,overcast clouds
424,Auki,SB,-8.7676,160.7034,76.96,89,84,4.23,broken clouds
425,Kisangani,CD,0.5167,25.2,79.34,75,99,3.18,overcast clouds
426,Bandundu,CD,-3.3167,17.3667,94.15,30,44,3.83,scattered clouds
427,Karratha,AU,-20.7377,116.8463,71.42,82,1,7.47,clear sky
428,Kodinsk,RU,58.6881,99.1844,57.49,92,81,4.81,broken clouds
429,Ahuimanu,US,21.4447,-157.8378,76.19,84,20,12.66,light rain
430,Vila Velha,BR,-20.3297,-40.2925,78.75,80,75,12.66,broken clouds
431,Kerouane,GN,9.2667,-9.0167,75.96,86,99,2.57,light rain
432,Pitimbu,BR,-7.4706,-34.8086,75.79,81,89,13.31,overcast clouds
433,Hami,CN,42.8,93.45,78.66,21,0,2.17,clear sky
434,Makakilo City,US,21.3469,-158.0858,75.0,79,0,12.66,clear sky
435,Kaniama,CD,-7.5667,24.1833,80.51,36,50,1.66,scattered clouds
436,Payson,US,40.0444,-111.7321,89.55,43,40,6.91,scattered clouds
437,Phan Thiet,VN,10.9333,108.1,76.66,89,96,3.04,overcast clouds
438,Mayskiy,RU,47.6931,40.1025,74.61,37,32,14.7,scattered clouds
439,Kapit,MY,2.0167,112.9333,74.89,97,95,0.69,overcast clouds
440,Foumban,CM,5.7291,10.9001,69.51,93,87,2.93,moderate rain
441,Maraa,BR,-1.8333,-65.3667,90.01,51,32,1.66,scattered clouds
442,Bluefield,US,37.2698,-81.2223,77.76,77,0,10.36,clear sky
443,Werda,BW,-25.2667,23.2833,65.39,34,4,5.5,clear sky
444,Tamandare,BR,-8.7597,-35.1047,78.31,75,89,12.88,overcast clouds
445,Manono,CD,-7.3,27.4167,84.33,33,93,4.27,overcast clouds
446,Ketchikan,US,55.3422,-131.6461,54.07,94,100,8.05,light rain
447,Inverness,GB,57.4791,-4.224,66.79,59,100,8.05,overcast clouds
448,Ulcinj,ME,41.9294,19.2244,97.02,45,0,13.4,clear sky
449,Dese,ET,11.1333,39.6333,61.79,60,56,3.89,broken clouds
450,Koshurnikovo,RU,54.1667,93.3,61.72,51,100,4.61,overcast clouds
451,Kota Bahru,MY,6.1333,102.2386,80.55,88,20,0.0,few clouds
452,Monrovia,LR,6.3005,-10.7969,76.77,71,95,12.33,overcast clouds
453,Matamoros,MX,25.5333,-103.25,91.02,28,1,6.04,clear sky
454,Rengali,IN,21.6333,84.05,80.6,84,100,6.44,overcast clouds
455,Forio,IT,40.7342,13.8646,89.89,80,0,8.99,clear sky
456,Ambunti,PG,-4.2365,142.8448,74.19,98,100,1.9,moderate rain
457,Christchurch,NZ,-43.5333,172.6333,41.2,81,100,3.44,overcast clouds
458,Xining,CN,36.6167,101.7667,47.68,90,55,2.95,broken clouds
459,Yelizovo,RU,53.1873,158.3805,59.14,100,100,4.47,overcast clouds
460,Garowe,SO,8.4054,48.4845,85.53,30,94,19.91,overcast clouds
461,Pompeu,BR,-19.2244,-44.9353,80.2,34,2,4.0,clear sky
462,Kirakira,SB,-10.4544,161.9205,79.27,85,40,4.5,scattered clouds
463,Ixtapa,MX,20.7,-105.2,88.23,74,75,4.61,broken clouds
464,Buin,CL,-33.7333,-70.75,61.74,38,0,1.9,clear sky
465,Tiksi,RU,71.6872,128.8694,40.46,85,29,8.9,scattered clouds
466,Baguinge,PH,16.7777,121.1062,72.59,94,99,2.26,overcast clouds
467,Traverse City,US,44.7631,-85.6206,81.99,53,20,16.11,few clouds
468,Macklin,CA,52.3334,-109.9348,66.54,61,41,10.63,scattered clouds
469,Akdepe,TM,42.0551,59.3788,102.29,13,0,11.16,clear sky
470,Zhanakorgan,KZ,43.9098,67.2495,97.9,14,10,8.05,clear sky
471,Bella Vista,US,36.4295,-94.2316,91.56,51,0,12.66,clear sky
472,Chiang Klang,TH,19.2938,100.8617,74.8,98,96,1.52,moderate rain
473,Partapur,IN,23.6,74.1667,84.04,74,100,12.24,overcast clouds
474,Sitka,US,57.0531,-135.33,55.29,88,100,4.61,overcast clouds
475,Libertador General San Martin,AR,-23.8064,-64.7876,82.04,34,100,3.65,overcast clouds
476,Palana,RU,59.1167,159.9667,48.52,80,18,8.3,few clouds
477,Yumen,CN,40.2833,97.2,71.17,23,0,9.71,clear sky
478,Ereymentau,KZ,51.6199,73.1033,69.28,45,72,8.14,broken clouds
479,Pandan,PH,14.0453,124.1694,81.41,84,10,7.2,clear sky
480,Bikaner,IN,28.0167,73.3,92.71,53,100,17.69,overcast clouds
481,Carbonia,IT,39.1672,8.5222,95.95,40,0,9.35,clear sky
482,Cervo,ES,43.6702,-7.4101,66.96,90,98,12.12,overcast clouds
483,Mkushi,ZM,-13.6202,29.3939,66.69,50,87,7.0,overcast clouds
484,Gorom-Gorom,BF,14.4439,-0.2361,94.19,35,100,5.7,light rain
485,Whitianga,NZ,-36.8333,175.7,46.06,89,72,7.72,broken clouds
486,Valdivia,CL,-39.8142,-73.2459,42.89,90,100,2.06,overcast clouds
487,Northam,GB,51.0333,-4.2167,64.38,60,5,11.21,clear sky
488,Vaitape,PF,-16.5167,-151.75,76.71,75,17,12.86,few clouds
489,Puteyets,RU,65.1716,57.091,67.01,49,99,11.83,overcast clouds
490,Carutapera,BR,-1.195,-46.02,88.57,52,32,6.31,scattered clouds
491,Voyvozh,RU,62.892,54.9635,64.4,72,92,0.89,overcast clouds
492,Catuday,PH,16.2923,119.8062,81.88,76,100,5.66,overcast clouds
493,Sesheke,ZM,-17.4759,24.2968,68.81,45,93,4.72,overcast clouds
494,Vanimo,PG,-2.6741,141.3028,78.33,85,100,1.01,heavy intensity rain
495,Raudeberg,NO,61.9875,5.1352,54.95,79,70,4.27,broken clouds
496,Shimanovsk,RU,52.0,127.7,66.4,70,100,4.83,overcast clouds
497,Opuwo,NA,-18.0607,13.84,76.01,16,0,7.02,clear sky
498,Arawa,PG,-6.2132,155.5367,78.37,83,93,3.31,overcast clouds
499,Rafai,CF,4.95,23.9167,72.95,95,100,2.04,moderate rain
500,Camana,PE,-16.6228,-72.7111,62.64,77,95,7.05,overcast clouds
501,Havre-Saint-Pierre,CA,50.2334,-63.5986,73.76,56,0,9.22,clear sky
502,Ustye,RU,59.6304,39.736,68.92,66,73,1.66,broken clouds
503,Doka,SD,13.5167,35.7667,77.22,72,51,6.71,broken clouds
504,Elizabethton,US,36.3487,-82.2107,80.6,75,40,1.99,scattered clouds
505,Meridian,US,43.6121,-116.3915,85.35,34,0,4.61,clear sky
506,Gushi,CN,34.6425,109.5843,80.53,65,91,0.92,moderate rain
507,Vallenar,CL,-28.5708,-70.7581,60.58,71,26,3.4,scattered clouds
508,Hobyo,SO,5.3505,48.5268,76.87,78,77,25.64,broken clouds
509,Port-Cartier,CA,50.0334,-66.8654,71.82,62,97,11.16,moderate rain
510,Kokopo,PG,-4.352,152.2633,76.95,83,17,2.39,light rain
511,Roma,US,43.2128,-75.4557,86.68,62,20,11.5,few clouds
512,Richards Bay,ZA,-28.783,32.0377,66.58,85,5,6.38,clear sky
513,Conde,BR,-7.2597,-34.9075,74.66,94,75,6.91,broken clouds
514,Linfen,CN,36.0889,111.5189,83.32,50,74,1.32,moderate rain
515,Vung Tau,VN,10.346,107.0843,78.19,86,86,7.27,overcast clouds
516,Saint-Louis,SN,16.3333,-15.0,98.24,40,86,6.96,overcast clouds
517,Bathsheba,BB,13.2167,-59.5167,88.41,83,75,27.63,broken clouds
518,Soyo,AO,-6.1349,12.3689,72.84,80,58,12.3,broken clouds
519,Kashi,CN,39.4547,75.9797,88.81,19,0,2.24,clear sky
520,Evanston,US,42.0411,-87.6901,87.96,52,20,6.91,few clouds
521,Sukhobezvodnoye,RU,57.0491,44.8891,63.88,82,88,3.87,overcast clouds
522,Karaton,ID,-6.3424,106.1045,73.99,93,50,0.43,scattered clouds
523,Kargasok,RU,59.0556,80.8572,58.44,92,96,4.56,overcast clouds
524,Delijan,IR,33.9905,50.6838,93.58,11,0,12.71,clear sky
525,Chipiona,ES,36.7366,-6.437,98.78,70,0,13.8,clear sky
526,Hirado,JP,33.3597,129.5531,78.39,79,54,15.93,broken clouds
527,Guanica,PR,17.9716,-66.908,91.51,76,46,17.76,scattered clouds
528,Samarai,PG,-10.6167,150.6667,79.88,82,1,8.84,clear sky
529,Hualmay,PE,-11.0964,-77.6139,64.27,76,74,9.53,broken clouds
530,Coihaique,CL,-45.5752,-72.0662,32.61,86,75,4.61,broken clouds
531,Rabo De Peixe,PT,37.8,-25.5833,71.11,83,75,6.91,broken clouds
532,Verkhoyansk,RU,67.5447,133.385,51.21,76,85,2.04,overcast clouds
533,Shenjiamen,CN,29.9576,122.298,79.0,91,99,3.4,light rain
534,Hoopstad,ZA,-27.8327,25.9083,61.23,37,26,4.52,scattered clouds
535,Grafton,US,42.207,-71.6856,91.15,61,40,13.8,scattered clouds
536,Mafra,BR,-26.1114,-49.8053,75.69,47,0,3.62,clear sky
537,Nishihara,JP,26.1842,127.7558,83.48,94,30,10.36,scattered clouds
538,Lagoa,PT,39.05,-27.9833,72.54,79,65,4.27,broken clouds
539,Tezu,IN,27.9167,96.1667,77.43,92,100,2.64,moderate rain
540,Artyom,AZ,40.4723,50.333,78.94,75,4,24.83,clear sky
541,Langham,CA,52.3668,-106.9679,72.01,45,18,15.21,few clouds
542,Yingcheng,CN,30.95,113.55,81.0,90,90,6.51,overcast clouds
543,Umea,SE,63.8284,20.2597,69.73,83,0,8.05,clear sky
544,Bud,US,39.447,-86.1758,84.92,66,0,8.97,clear sky
545,Lerwick,GB,60.1545,-1.1494,57.2,75,5,12.41,clear sky
546,Athabasca,CA,54.7169,-113.2854,64.81,52,61,8.16,broken clouds
547,Chumikan,RU,54.7183,135.315,51.93,100,100,3.62,overcast clouds
548,Birigui,BR,-21.2886,-50.34,87.66,25,70,10.83,broken clouds
549,Warmbad,NA,-28.45,18.7333,67.17,28,0,10.18,clear sky
550,Santa Cruz,BO,-17.8,-63.1667,78.85,57,41,20.71,scattered clouds
551,Astoria,US,46.1879,-123.8313,60.93,83,100,3.44,overcast clouds
552,Gorey,IE,52.6747,-6.2925,64.58,66,83,6.44,broken clouds
553,Manado,ID,1.487,124.8455,75.97,100,40,1.14,scattered clouds
554,Ostrovnoy,RU,68.0531,39.5131,56.37,78,47,5.12,scattered clouds
555,Tadine,NC,-21.55,167.8833,74.14,87,27,12.93,scattered clouds
556,La Libertad,EC,-2.2333,-80.9,67.66,83,100,11.5,overcast clouds
557,Perpignan,FR,42.75,2.75,95.99,33,0,11.5,clear sky
558,Semiletka,RU,55.3603,54.6153,63.95,76,64,2.64,broken clouds
559,Kinablangan,PH,7.6947,126.5503,77.95,87,87,3.69,overcast clouds
560,Skibbereen,IE,51.55,-9.2667,62.11,83,100,9.06,overcast clouds
561,Derbent,RU,42.0678,48.2899,76.55,73,2,13.15,clear sky
562,Tual,ID,-5.6667,132.75,78.19,76,60,17.52,broken clouds
563,Fairbanks,US,64.8378,-147.7164,55.81,75,75,1.01,broken clouds
564,Valreas,FR,44.3837,4.9908,98.62,17,0,16.42,clear sky
565,Okakarara,NA,-20.5833,17.4333,68.99,18,0,7.31,clear sky
566,Saint-Joseph,RE,-21.3667,55.6167,68.38,77,45,15.41,light rain
567,Gobabis,NA,-22.45,18.9667,64.9,23,0,9.82,clear sky
568,Billings,US,45.7833,-108.5007,82.51,37,20,10.36,smoke
569,Sioux Lookout,CA,50.1001,-91.917,69.87,64,20,9.22,few clouds
570,Caravelas,BR,-17.7125,-39.2481,78.19,62,1,8.59,clear sky
571,Constitucion,CL,-35.3333,-72.4167,58.59,70,24,5.41,few clouds
572,Lashio,MM,22.9333,97.75,70.5,97,84,1.12,broken clouds
573,Coxim,BR,-18.5067,-54.76,94.14,18,69,9.62,broken clouds
574,Faya,SA,18.3851,42.4509,75.31,64,99,5.84,light rain
575,Srandakan,ID,-7.9386,110.2506,75.94,82,62,9.75,broken clouds
576,Juba,SS,4.8517,31.5825,79.68,59,96,1.54,overcast clouds
577,Bac Lieu,VN,9.285,105.7244,77.22,91,93,6.24,overcast clouds
578,Panguna,PG,-6.3164,155.4848,69.62,90,97,3.09,overcast clouds
579,Vila,PT,42.0304,-8.1588,84.7,45,1,9.93,clear sky
580,Badvel,IN,14.75,79.05,87.35,56,100,5.41,overcast clouds
581,Sarangani,PH,5.4033,125.4636,83.52,70,67,2.46,broken clouds
582,Tagab,AF,34.855,69.6492,80.64,76,40,5.66,scattered clouds
583,Camargo,MX,27.6667,-105.1667,88.38,27,7,5.95,clear sky
584,Rodbyhavn,DK,54.6544,11.352,78.15,77,39,13.71,scattered clouds
585,Skelleftea,SE,64.7507,20.9528,79.0,85,0,2.3,clear sky
586,Ulaangom,MN,49.9811,92.0667,64.45,40,89,2.57,overcast clouds
587,Dickinson,US,29.4608,-95.0513,94.08,67,75,9.22,broken clouds
588,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,73,20,18.41,few clouds
589,Aitape,PG,-3.1374,142.3475,78.19,88,97,4.07,overcast clouds
590,Baykit,RU,61.67,96.37,58.39,79,80,3.04,broken clouds
591,Ndele,CF,8.4109,20.6473,75.92,92,96,3.62,moderate rain
592,Murgab,TM,37.4966,61.9714,103.87,20,0,6.91,clear sky
593,Hervey Bay,AU,-25.2986,152.8535,63.19,86,99,21.12,overcast clouds
594,Fallon,US,39.4735,-118.7774,82.45,22,20,3.44,few clouds
595,San Quintin,MX,30.4833,-115.95,71.69,75,100,9.98,overcast clouds
596,Jacksonville,US,30.3322,-81.6556,91.04,68,40,11.5,scattered clouds
597,Samarina,RU,57.8878,27.8054,76.89,59,3,9.93,clear sky
598,Camacupa,AO,-12.0167,17.4833,77.47,22,22,3.44,few clouds
599,Portland,US,45.5234,-122.6762,70.05,75,20,4.61,few clouds
600,Tura,IN,25.5198,90.2201,75.88,95,100,3.6,overcast clouds
601,Dong Xoai,VN,11.5333,106.9167,72.79,97,78,2.91,broken clouds
602,Daru,PG,-9.0763,143.2092,76.15,91,76,11.63,broken clouds
603,Kushima,JP,31.4583,131.2333,80.47,87,100,10.04,overcast clouds
604,Alibag,IN,18.6411,72.8792,82.47,85,100,4.56,overcast clouds
605,Maarianhamina,AX,60.0973,19.9348,73.26,68,57,11.5,broken clouds
606,Mount Isa,AU,-20.7333,139.5,50.29,33,3,12.82,clear sky
607,Prince Rupert,CA,54.3161,-130.3201,55.49,87,100,4.61,overcast clouds
608,Kudahuvadhoo,MV,2.6708,72.8944,80.92,72,100,9.24,light rain
609,Hirara,JP,24.8,125.2833,84.92,78,2,11.99,clear sky
610,Walvis Bay,NA,-22.9575,14.5053,62.1,64,0,15.95,clear sky
611,Les Cayes,HT,18.2,-73.75,88.79,56,100,9.08,overcast clouds
612,Sabha,LY,27.0377,14.4283,95.14,13,0,12.5,clear sky
613,Mongo,TD,12.1844,18.693,89.6,52,70,1.1,broken clouds
614,Moerai,PF,-22.4333,-151.3333,71.02,60,92,26.11,overcast clouds
615,Nadvoitsy,RU,63.8667,34.3167,77.04,49,18,0.67,few clouds
616,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.24,56,75,29.93,broken clouds
617,Kuusamo,FI,65.9667,29.1833,75.24,50,0,9.22,clear sky
618,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,64.96,84,100,7.94,overcast clouds
619,Lebedinyy,RU,58.5167,125.5167,56.88,86,7,3.24,clear sky
620,Zabol,AF,32.25,67.25,86.9,12,0,16.22,clear sky
621,Gazojak,TM,41.1875,61.4036,102.96,12,0,10.89,clear sky
622,Waipawa,NZ,-41.4122,175.5153,44.91,69,100,18.41,overcast clouds
623,Shihezi,CN,44.3,86.0333,80.73,22,0,8.16,clear sky
624,Srednekolymsk,RU,67.45,153.6833,41.59,54,18,6.02,few clouds
625,Komsomolskiy,UZ,40.4272,71.7189,95.72,23,0,2.3,clear sky
626,Puri,IN,19.8,85.85,82.92,82,100,8.5,overcast clouds
627,Myitkyina,MM,25.3833,97.4,77.41,93,98,2.13,overcast clouds
628,Aguimes,ES,27.9054,-15.4461,81.23,51,20,33.38,few clouds
629,Bilibino,RU,68.0546,166.4372,34.81,68,43,4.65,scattered clouds
630,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.15,76,79,12.73,broken clouds
631,Banepa,NP,27.6298,85.5214,70.12,94,75,6.91,heavy intensity rain
632,Muli,MV,2.9167,73.5667,80.55,77,100,12.97,heavy intensity rain
633,Hun,LY,29.1268,15.9477,92.8,21,0,13.89,clear sky
634,Usinsk,RU,65.9939,57.5281,62.67,48,100,15.88,overcast clouds
635,Arenapolis,BR,-14.4503,-56.8461,94.75,21,4,8.43,clear sky
636,Weligama,LK,5.9667,80.4167,78.64,86,92,15.66,overcast clouds
637,Sunam,IN,30.1333,75.8,81.32,81,61,4.47,broken clouds
638,Diffa,NE,13.3154,12.6113,89.67,42,62,7.11,broken clouds
639,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,93.09,20,54,19.55,broken clouds
640,Vostok,RU,46.4856,135.8833,58.51,98,47,2.37,scattered clouds
641,Poros,GR,37.4994,23.4536,88.86,53,0,7.61,clear sky
642,Ust-Kuyga,RU,70.0167,135.6,48.38,75,4,5.37,clear sky
643,Punta Alta,AR,-38.8759,-62.0736,51.15,33,33,6.29,scattered clouds
644,Taree,AU,-31.9,152.4667,59.11,85,100,3.6,light rain
645,Bandhi,PK,26.5861,68.3006,93.07,62,88,14.12,overcast clouds
646,Cochrane,CA,51.1834,-114.4687,72.9,44,0,5.75,clear sky
647,Ishigaki,JP,24.3448,124.1572,80.73,100,20,6.91,few clouds
648,Chilca,PE,-12.5211,-76.7372,62.08,80,98,4.85,overcast clouds
649,Sobolevo,RU,54.4299,31.8996,67.08,75,18,12.64,few clouds
650,Kangaatsiaq,GL,68.3065,-53.4641,42.17,99,100,8.39,overcast clouds
651,Hovd,MN,48.0056,91.6419,64.92,43,83,2.86,broken clouds
652,Vardo,NO,70.3705,31.1107,58.98,82,0,9.22,clear sky
653,Fairfield,US,41.2668,-73.3162,91.06,73,0,5.75,clear sky
654,Madang,PG,-5.2246,145.7966,75.54,91,87,2.93,overcast clouds
655,Goias,BR,-15.5807,-49.6362,86.43,24,5,7.99,clear sky
656,Birao,CF,10.2849,22.7882,86.23,56,73,3.4,broken clouds
657,Keti Bandar,PK,24.1447,67.4497,83.77,85,52,18.63,broken clouds
658,Maningrida,AU,-12.0667,134.2667,60.58,73,73,9.98,broken clouds
659,Mercedes,AR,-34.6515,-59.4307,65.95,38,100,10.67,overcast clouds
660,Sainte-Rose,GP,16.3324,-61.6979,84.24,79,75,16.11,broken clouds
661,Quang Ngai,VN,15.1167,108.8,77.07,89,66,5.95,broken clouds
662,Yoichi,JP,43.2039,140.7703,65.28,84,31,3.38,scattered clouds
663,Bonavista,CA,48.6499,-53.1147,60.55,83,100,15.17,overcast clouds
664,Kieta,PG,-6.2167,155.6333,79.81,78,96,3.2,overcast clouds
665,Hong Gai,VN,20.956,107.0946,84.11,89,25,2.57,scattered clouds
666,Kainantu,PG,-6.2887,145.8655,58.51,98,82,1.19,broken clouds
667,Rivne,UA,50.6231,26.2274,74.26,50,23,10.07,few clouds
668,Jibuti,DJ,11.5,42.5,95.13,26,74,8.52,broken clouds
669,Oconomowoc,US,43.1117,-88.4993,83.35,70,0,12.1,clear sky
670,Mitsamiouli,KM,-11.3847,43.2844,79.09,65,40,9.22,scattered clouds
671,Makat,KZ,47.6469,53.3463,86.32,33,100,9.22,overcast clouds
672,Stornoway,GB,58.2093,-6.3865,58.93,74,75,6.91,broken clouds
673,Kihei,US,20.785,-156.4656,73.42,78,100,13.8,light rain
674,Namie,JP,37.4833,141.0,76.71,88,100,4.56,light rain
675,Deniliquin,AU,-35.5333,144.9667,47.41,76,2,11.32,clear sky
676,Nantucket,US,41.2835,-70.0995,78.94,94,100,12.66,fog
677,Batagay-Alyta,RU,67.8006,130.4114,46.4,85,99,2.3,overcast clouds
678,Itarema,BR,-2.9248,-39.9167,88.63,50,69,11.23,broken clouds
679,Tazmalt,DZ,36.3868,4.3989,101.46,14,2,12.77,clear sky
680,Ziarat,PK,30.3823,67.7282,74.25,52,61,6.87,broken clouds
681,Puerto Del Rosario,ES,28.5004,-13.8627,82.15,65,0,18.41,clear sky
682,Kasongo,CD,-4.45,26.6667,85.17,30,32,4.85,scattered clouds
683,Luang Prabang,LA,19.8856,102.1347,74.3,99,100,1.12,overcast clouds
684,Sirpur,IN,19.4833,79.6,79.27,87,100,3.27,overcast clouds
685,Itoman,JP,26.1247,127.6694,84.22,94,17,10.36,few clouds
686,Baghdad,IQ,33.3406,44.4009,111.11,13,0,10.36,clear sky
687,Ambon,ID,-3.6954,128.1814,78.24,15,20,8.05,few clouds
688,Waingapu,ID,-9.6567,120.2641,74.53,86,72,8.72,broken clouds
689,Kalmunai,LK,7.4167,81.8167,82.63,80,14,8.72,heavy intensity rain
690,Sisimiut,GL,66.9395,-53.6735,49.33,88,100,13.96,overcast clouds
691,Beaverlodge,CA,55.2166,-119.4361,67.35,44,90,12.35,overcast clouds
692,Llallagua,BO,-18.4167,-66.6333,54.43,9,56,3.74,broken clouds
693,Punta Umbria,ES,37.1821,-6.9661,90.23,40,86,7.54,overcast clouds
694,Sinegorye,RU,62.0788,150.477,46.89,84,100,3.2,overcast clouds
695,Paka,MY,4.6374,103.4368,76.98,94,59,0.0,broken clouds
696,Terrace,CA,54.5163,-128.6035,58.91,72,75,3.44,broken clouds
697,Shirokiy,RU,49.758,129.523,61.95,93,39,3.76,scattered clouds
